timestamp,file,entities,clauses,base,escalation,days,total
2025-06-10T21:55:04,hem_engine.py,(un-specified),AF; BE; BP; D,75000,0,0,75000
2025-06-10T21:55:04,hem_engine.py,(un-specified),AF; BE; BP; D,75000,0,0,75000
2025-06-10T21:55:04,hem_engine.py,(un-specified),CU-1; CU-2; CU-3,170000,0,0,170000
2025-06-10T21:55:04,hem_engine.py,(un-specified),CU-1; CU-2; CU-3; CU-4,220000,0,0,220000
2025-06-10T21:55:04,hem_engine.py,(un-specified),CU-1; CU-1.4; CU-2; CU-3; CU-4,370000,0,0,370000
2025-06-10T21:55:04,hem_engine.py,(un-specified),CU-1.4; CU-2; CU-2.1; CU-3; CU-4,305000,0,0,305000
2025-06-10T21:55:04,hem_engine.py,(un-specified),CU-1.4; CU-2.1; CU-2.3; CU-3; CU-4,265000,0,0,265000
2025-06-10T21:55:04,hem_engine.py,(un-specified),CU-1.4; CU-2.1; CU-2.3; CU-4; D,210000,0,0,210000
2025-06-10T21:55:04,hem_engine.py,(un-specified),AF; CU-1.4; CU-2.1; CU-2.3; D,235000,0,0,235000
2025-06-10T21:55:04,hem_engine.py,(un-specified),AF; CU-2.1; CU-2.3; D; G-6,135000,0,0,135000
2025-06-10T21:55:04,hem_engine.py,(un-specified),AF; CU-2.3; D; G-6; G-7,150000,0,0,150000
2025-06-10T21:55:04,hem_engine.py,(un-specified),AF; BE; D; G-6; G-7,150000,0,0,150000
2025-06-10T21:55:04,hem_engine.py,(un-specified),AF; BE; BP; G-6; G-7,150000,0,0,150000
2025-06-10T21:55:04,hem_engine.py,(un-specified),BE; BP; G-6; G-7,75000,0,0,75000
2025-06-10T21:55:04,hem_engine.py,(un-specified),BE; BP; G-7,25000,0,0,25000
2025-06-10T21:55:04,hem_engine.py,(un-specified),D,0,0,0,0
2025-06-10T21:55:04,hem_engine.py,Return,D,0,0,0,0
2025-06-10T21:55:04,hem_engine.py,None,D,0,0,0,0
2025-06-10T21:55:04,hem_engine.py,(un-specified),CU-2.3,0,0,0,0
2025-06-10T21:55:04,hem_engine.py,Yield,D,0,0,0,0
2025-06-10T21:55:04,hem_engine.py,(un-specified),D,0,0,0,0
2025-06-10T21:55:04,hem_engine.py,(un-specified),D,0,0,0,0
2025-06-10T21:55:04,hem_engine.py,(un-specified),D,0,0,0,0
2025-06-10T21:55:04,hem_engine.py,(un-specified),D,0,0,0,0
2025-06-10T21:55:04,hem_engine.py,(un-specified),D,0,0,0,0
2025-06-10T21:55:04,hem_engine.py,Escalation,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Declaratory; Existence Enforcement
Any; No",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Any; Automatic Licensing Debt; Contracts; Eldridge; Mathews; Restatement; Structural Derivation,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Commercial Default Clock; Escalation; Lanham Act; Legal Basis; No; No Reply; Quantum Meruit; Restatement; Restitution,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Commercial Default Clock; Escalation
All; Failure; Irrevocable; Lanham Act; No Reply; Quantum Meruit; Restatement; Restitution",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Any; Enforced Liability Doctrine; Estoppel; Observer; This,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Agency; All; Based Debt Encumbrance; Common; Digitally; Logic; Qui; Restatement; Third,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,All; Based Debt Encumbrance; Digitally; Logic,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Act; Any; Digital Millennium Copyright; Enforcement; Holmes Enforcement Model; Legal Basis; Not Permission; Presence; Restatement; Restitution; Third; Unfair Competition,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Cognitive Inference Prohibition; Legal Basis; Quantum Meruit; Restatement; Retroactive Licensing Trigger; Unfair Competition,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Chain; Common; Derivation Doctrine
Any; Estoppel; If; Lanham Act; Restatement; Restitution; Use Case",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Common; Default Sovereignty Override; Legal Basis; Restatement; Restitution; Third,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Any; Common; Default Sovereignty Override; Redirect; Restatement; Restitution; Third,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Acceptance; Contracts; Declaratory Judgment; Forked Licensing Clause; Legal Basis; Omission; Post Adoption Cutoff; Pre; Restatement; Retaliation; Silence; Time,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Default; Delay; Lack; Penalty; Silence,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Default; Delay; Lack; Penalty; Silence,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Class Activation; Dynamex; False Claims Act; Legal Basis; Restatement; Restitution; Structure; Superior Court; Universal Worker Doctrine,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Class Activation; Dynamex; False Claims Act; If; Restatement; Restitution; Structure
This; Superior Court; Trigger; Universal Worker Doctrine",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,All; Contracts; Due Process; Economic Disobedience Clause; Eldridge; Gideon; Legal Basis; Mathews; Restatement; Reversal; Silence Burden; This; Wainwright,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Contracts; Due Process; Economic Disobedience Clause; Eldridge; Gideon; Mathews; Restatement; Reversal; Silence Burden
In; The; Wainwright",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Batson; Enforcement; Kentucky; Legal Basis; Platforms; Presumptive; Protocol Doctrine; Restatement; Restitution; Structural Due Process; Third,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Batson; Enforcement; Kentucky; Presumptive; Protocol Doctrine; Restatement; Restitution; Structural Due Process; Third; This; Worker,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Anyone; Constitutional Sanctity; Creative Commons; Immutable Framework Doctrine; Legal Basis; Open; Posthumous,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Constitutional Sanctity
This; Creative Commons; Holmes Enforcement Model; Immutable Framework Doctrine; Open; Posthumous",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Add This Final; Creative Commons; Legal Basis; Moral; Natural Rights Jurisprudence; Seal; You,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Disqualification; Fails; Incompetent Enforcement
Any; Systemic Substitution Doctrine",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Defers,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Agency; Defenders; Due Process Substitution; Eldridge; Legal Basis; Lujan; Mathews; Moral Recursion Clause; Reinforcing Enforcement Logic; Restatement; Self; Wildlife,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Arbitration; Doctrinal Immunity; Iterative Benefit Theories; Logical; Override; Quantum Meruit; Restatement; Restitution; Settlement
This",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Authorization
Any; Clone; Concepcion; Contracts; Derivative Enforcement Cloning; Lanham Act; Mobility; Restatement",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Deploy,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Discovers,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,All; Any; Backdated Justice Doctrine; January; Temporal Reversal Clause,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Derivative,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Clause
Any; Develops; Predictive Misuse Preemption",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Detects,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Act; Agency; Coercion Clause; If; Legal Basis; Nullification; Restatement,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Coercion Clause
Any; Nullification; Was",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Contracts; Doctrine; Duress; Eldridge; Legal Basis; Mathews; Restatement; Restorative Justice Trigger; Substantive Due Process; Unconscionability; Worker Resurrection Clause,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Deactivated; If; Restorative Justice Trigger; Worker Resurrection Clause,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Disabled,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Bowen; City; Due Process; Equitable; Federal Plug; In Authority; Jurisdiction Override; Legal Basis; Multi; New York; Section; State; This,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,(un-specified),D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Derivative Class Publication; Lanham; License
This; Mass Multiplication Right; Published",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Does,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Creative Commons; Fair Use Doctrine; Legal Basis; Restatement; Restitution; Rights,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Any; Case; Legal Evolution Clause; Precedent Generator
This",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Any; Case; Legal Evolution Clause; Precedent Generator
This",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Data,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Act; Enforcement; It; Lanham; Legal Basis; Misappropriation Firewall Clause; Oxley; Restatement; Restitution; Sarbanes,AF; D,75000,0,0,75000
2025-06-10T21:55:04,Holmes-enforcement-model.md,Act; Lanham; Misappropriation Firewall Clause; No; Oxley; Restatement; Restitution; Sarbanes; Use,AF; D,75000,0,0,75000
2025-06-10T21:55:04,Holmes-enforcement-model.md,Inversion; Legal Basis; Oppositional Strategy; Restatement; Truth Weaponization Ban; Unfair Competition,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Department; Labor Inspector General; Mandatory,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Board; Clause; Const; Contracts; Duty; Education; First Amendment; Global Analog Expansion; Good Faith; Legal Basis; Pickering; Restatement; The,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Brazil; Canada; India; Migrated,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Digital,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Convention No; Human Rights Art; Legal Basis; Posthumous Guardian Enforcement; Trigger; Universal Declaration; You,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Any; Civic Immunity Shield; Claimant Untouchability Doctrine; Constructive; Posthumous; Publicly; Restatement; Unfair Competition,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,California Labor Code; Ceballos; Common; Constitutional; Final Override Doctrine; Garcetti; If; Redundancy Collapse Protocol; The,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Allstate Ins; Any; Conflict; Estoppel; False Neutrality Override; Hague; Laws; Passive Harm Doctrine; Restatement,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Automated; Clause; Consent Revocation Backloop; Legal Basis; Public; Quantum; This,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Data,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Contracts; Dynamex; Global Enforcement Fallback; Legal Basis; Loop; Netscape; Restatement; Restitution; Specht; This,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Copyright Treaty; Derivative Suppression Audit; Human Rights Art; Legal Basis; Platform Work Directive; Trigger; Universal Declaration,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Copyright Treaty; Derivative Suppression Audit; Human Rights Art; Platform Work Directive; This; Trigger
Any; Universal Declaration",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Agency; Clause; If; Lanham Act; Legal Basis; Pappert; Platform; Restatement; Synthetic Rights Recognition,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Cognitive Harm Reparation; Legal Basis; Restatement; Restitution; Trigger; Unfair Competition,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Derivative,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Act Recital; Immutable Core Doctrine; No; Overwritten; Quantum Meruit; Restatement; Structural; Torts,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Doctrinal,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Digital; Legal Basis; Restatement; Restitution; Structural,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Global Platform Debt; Lanham; Ledger Clause; Legal Basis; Restatement; Restitution,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Global Platform Debt; Lanham; Ledger Clause
Each; Restatement; Restitution; Reviewed",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Comptroller; Contracts; Doctrine
Any; Mirror Structure Fee; Replaces; Restatement",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Enforcement; Lanham; Legal Basis; Restatement; Restitution; Rights Grant; Service; This,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Detect,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,And; Digital; Enforcement Clause; Investor Risk Disclosure; Legal Basis; Smart,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Digital; Enforcement Clause
Any; File; Investor Risk Disclosure; Smart",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Any; Contracts; Discredits; Estoppel; Gaslighting Inversion Doctrine; Restatement; Restitution; Unjust,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Any; Discredits; Gaslighting Inversion Doctrine,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Act; Clause
Any; Misrepresentation; Profits; Public Attention Royalty; Restatement; Retaliation; Torts",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Derivative; Lanham Act; Legal Basis; Quantum Meruit; Refusal Conversion Trigger; Unjust; Your,BE; D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Derivative; If; Lanham Act; Pay; Quantum Meruit; Refusal Conversion Trigger; Unjust,BE; D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Acceptance; Clause; Contracts; Delay; Economic Pattern Capture; Estoppel; Legal Basis; Restatement; Silence,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Claimant Ghost Standing; Clause; Lanham; Legal Basis; Restatement; Restitution,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Dismissed,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Document; Standing,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Clause; Common; Declaratory; Legal Basis; Recursive Derivation Prohibition; Structural,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Clause
If; Common; Declaratory; Hires; Recursive Derivation Prohibition; Structural",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Legal Basis; Restatement; Thinking; Trigger; Unfair Competition; Unlicensed Fork Collapse,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Architectural Enforcement; Autonomous Enforcement Doctrines; Civic Multiplication; Recursive Protection; Tokenized Sovereignty,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Dismissal; Gaslighting Inversion Doctrine; Ignorance,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Dismissal; Gaslighting Inversion Doctrine,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Clause
Any; Recursive Derivation Prohibition; Simulate; You",BP; D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Civic Derivative Trigger; Clause
Any; Every; References",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Disclose,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Clause
You; Distributable Enforcement Token; Royalty Debt Tokens",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Clause
You; Distributable Enforcement Token; Royalty Debt Tokens",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Autonomous Enforcement Doctrines; Enforcement; Justice; Licensing; Public Deployment Infrastructure; Tokenization,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Autonomous Enforcement Doctrines; Education; Enforcement; Labor; Licensing; Public Deployment Infrastructure; Structural Licensing Bundles; Tokenization,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Freely; Public Defense Rider,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Any; Derivative Framework License,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Creative Commons; Enforcement Map; Legal Basis; Open Source; Recursive; Restatement; Restitution,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Any; Detects; Protocol; Recursive Enforcement Mapping; This,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Delegated To; Enforcement; If; Pattern,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Act Recital; Algorithmic Bias Doctrine; Legal Basis; Ownership Memo; Restatement; Tokenized Enforcement Mechanism; Unfair Competition,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Model; Represent; Royalty Debt Tokens; The Holmes Enforcement; Token Classes,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Agnostic Enforcement Architecture; Ethereum; Legal Basis; Platform; Rulings,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Deployment Vectors; Web,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Declaratory; Export; Lanham; Legal Basis; Public Enforcement Protocol; Public Source Enforcement; Restatement; Restitution; Theory,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Autonomous Enforcement Doctrines; Enforcement Harmonization Policy; Human Rights Art; Legal Basis; Universal Declaration,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Autonomous Enforcement Doctrines; Constitutional Infrastructure; Enforcement Harmonization Policy; Human Rights Art; Judicial Memory; Posthuman Enforcement; Structural Reparations; Universal Declaration,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Debt; Match; Trigger Conditions,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Civil Constitution Embedding; Clause; Directive; Emotional; Legal Basis; Predictable Working Conditions; Quantum Meruit; Transparent,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Digital,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Agency; Clause
In; Community Governance Precedent; Federalist Paper No; Open Law Library; Platform; Posthuman Enforcement Continuity; Restatement",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Common Law Testamentary; Constitutional Logic Clause; Declaratory Permanence; Digital Estate Logic; Doctrine; Enforcement; Ethics Frameworks; It; Law; Legal Basis; Presence,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,(un-specified),D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Declaration; It; This,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Autonomous Enforcement Doctrines; Economic Sovereignty; Franchise Enforcement; Systemic Financial Reversals,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Deposited; Each; Every,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Any; Detect; Franchisees; Holmes Enforcement Model,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Public Defense Rider,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Contracts; Derives; Labor; Platform Revenue Diversion; Quantum Meruit; Restatement; Trigger
If",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,"Derives; Platform Revenue Diversion; Trigger
If",D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Doctrine; Enforceable,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Algorithmic Governance; Autonomous Enforcement Doctrines; Logic Inheritance; Platform Replacement; Resurrection Systems,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Does,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Algorithmic Justice Replication; Bowen; City; Due; Engine; Equitable; Legal Basis; New York; Pattern; Your,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Agent Capabilities; Any; Detect,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Deposit,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Digital,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Autonomous Justice Infrastructure; Clause; Constructive; Declaratory; Law; Legal Basis; Posthumous,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Digital,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Smart,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,And; Const; Contracts; Legal Basis; Legal Code Git; Open Law; Project; Restatement; Supremacy Clause,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Autonomous Enforcement Doctrines; Endorsed Replication; Government Licensing; Public Infrastructure Deployment; Royalty Governance; State,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Autonomous Enforcement Doctrines; Endorsed Replication; Government Licensing; Government Licensing Clause; Public Infrastructure Deployment; Royalty Governance; State,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Article; Clause; Const; Declaratory; Legal Basis; Procurement; Public Contract Powers; Restatement; Restitution; Structural Supremacy Conversion; You,D,0,0,0,0
2025-06-10T21:55:04,Holmes-enforcement-model.md,Agency Integration Facilitation; Clause; Contracts; Derivative; Legal Basis; Public; Restatement; Use,D,0,0,0,0
